from,to,lat_from,lon_from,lat_to,lon_to,traffic_score,event_multiplier,weather_multiplier
Khandagiri,Airport Road,20.28677493372746,85.8150165863017,20.25262295277437,85.85049451744493,0.7454545454545454,1.0,1.1
Rasulgarh,Airport Road,20.358724170764795,85.79236685505829,20.262735279404485,85.81342563651317,0.6181818181818182,1.0,1.0
Rasulgarh,Khandagiri,20.29898413677896,85.81583101320311,20.293249279615946,85.8190540414066,0.6909090909090909,1.07,1.0
Airport Road,Master Canteen,20.26882000513306,85.79997710028074,20.347474539772925,85.78800600989952,0.23636363636363633,1.0,1.0
Khandagiri,Master Canteen,20.363810130433603,85.7947891164188,20.316606018856934,85.82907220533926,0.3272727272727274,1.0,1.1
Kalpana Square,Airport Road,20.365889065474054,85.8785125695709,20.251097356009492,85.84118466127936,0.7636363636363637,1.0,1.0
Jaydev Vihar,Rasulgarh,20.251606740690846,85.77895513261129,20.277012459389113,85.7890582818874,0.8545454545454545,1.0,1.0
Jaydev Vihar,Kalpana Square,20.294202631022973,85.77560863968289,20.292339042108498,85.7889377061829,0.8545454545454545,1.0,1.0
Master Canteen,Kalpana Square,20.247436541489552,85.79352041911339,20.286201641275227,85.84398552272292,1.0,1.1400000000000001,1.05
Rasulgarh,Jaydev Vihar,20.299561293992312,85.87312452950378,20.354644529708196,85.8205957721785,0.47272727272727266,1.0,1.2
Kalpana Square,Jaydev Vihar,20.379184097409286,85.833415502652,20.260273107059206,85.78008215547088,0.8727272727272728,1.0,1.1
Rasulgarh,Master Canteen,20.3140777526363,85.8429100113631,20.257747255748534,85.77730234072273,1.0,1.22,1.2
Khandagiri,Rasulgarh,20.322565882523076,85.78767522693877,20.25214669753985,85.85236609035913,0.8363636363636364,1.0,1.05
Jaydev Vihar,Master Canteen,20.344855832152348,85.83911624372593,20.23895604099274,85.82993475519997,0.19999999999999996,1.0,1.1
Master Canteen,Master Canteen,20.308594969553187,85.79087075766405,20.344821063705513,85.8198961888649,0.5636363636363637,1.0,1.05
Rasulgarh,Jaydev Vihar,20.244011911653917,85.86089148002682,20.377988702850313,85.87619010057116,0.9818181818181817,1.0,1.2
Kalpana Square,Rasulgarh,20.329263280219926,85.83536890119629,20.31725605652953,85.85531443695642,0.9818181818181817,1.11,1.2
Master Canteen,Airport Road,20.34319943551746,85.80218399731838,20.26930164879084,85.86035060096603,0.49090909090909096,1.0,1.05
Khandagiri,Rasulgarh,20.30643493798598,85.82012378246917,20.263400873529328,85.82107832182602,0.7454545454545454,1.0,1.2
Rasulgarh,Khandagiri,20.365088679663728,85.8583977762354,20.379688128324883,85.77856634545053,0.6000000000000001,1.0,1.05
Rasulgarh,Master Canteen,20.376843731808982,85.82371137185507,20.336390519588303,85.81361317685982,0.49090909090909096,1.0,1.1
Khandagiri,Jaydev Vihar,20.3397095745471,85.86802943571172,20.277768892778973,85.77347945214339,0.9636363636363636,1.06,1.1
Jaydev Vihar,Master Canteen,20.24013815848128,85.84371320664266,20.324483071002224,85.80860814146514,1.0,1.0,1.2
Master Canteen,Jaydev Vihar,20.35108533318131,85.77560794379838,20.35656629988036,85.78610218780587,0.7818181818181817,1.0,1.2
Khandagiri,Rasulgarh,20.317485888775078,85.82424002985937,20.297632651465833,85.79955171721639,1.0,1.0,1.2
Jaydev Vihar,Khandagiri,20.321019873377807,85.8367611859495,20.236901180050072,85.87021208920179,0.5454545454545454,1.0,1.05
Airport Road,Master Canteen,20.28181151526259,85.80376200174756,20.313893637272347,85.87471857040521,0.018181818181818188,1.0,1.0
Airport Road,Kalpana Square,20.250009859238425,85.84487109733023,20.31911141184715,85.85073262901184,0.509090909090909,1.0,1.0
Khandagiri,Khandagiri,20.350681286300784,85.79854858647691,20.303656685348944,85.85375074405046,0.25454545454545463,1.0,1.05
Jaydev Vihar,Rasulgarh,20.363539415620085,85.85086839059329,20.303668047551803,85.77550338807464,0.7636363636363637,1.25,1.05
Master Canteen,Master Canteen,20.362188462507778,85.86922392898713,20.29834420459251,85.81789408024697,1.0,1.29,1.1
Khandagiri,Master Canteen,20.262897234498162,85.83471598373758,20.260393804525688,85.7918490595673,0.8909090909090909,1.11,1.05
Master Canteen,Kalpana Square,20.276584948928704,85.82829539126526,20.338755000904108,85.79326935439376,0.5454545454545454,1.0,1.2
Khandagiri,Jaydev Vihar,20.290142311583796,85.86392388390303,20.302212328344847,85.83721254365376,0.9272727272727272,1.1400000000000001,1.1
Master Canteen,Khandagiri,20.247438452902273,85.78925107772444,20.256728418276097,85.80181984630698,0.3272727272727274,1.0,1.05
Jaydev Vihar,Khandagiri,20.369855600176738,85.7805984792476,20.28169216807905,85.8697384532404,0.9818181818181817,1.09,1.0
Master Canteen,Khandagiri,20.371026494350314,85.81607763510284,20.281114664438046,85.8014401050499,0.290909090909091,1.0,1.05
Kalpana Square,Khandagiri,20.326438737649646,85.78684953401054,20.368365034766942,85.84213063010681,0.3999999999999999,1.0,1.05
Jaydev Vihar,Khandagiri,20.358441740457767,85.83218154796229,20.2786630600075,85.87657669737287,0.3272727272727274,1.0,1.05
Master Canteen,Airport Road,20.2854138405599,85.87194633371138,20.302886723959112,85.87444624280539,0.5636363636363637,1.0,1.05
Airport Road,Jaydev Vihar,20.23974267529757,85.8267492958137,20.274819347327384,85.87699200791674,0.8727272727272728,1.1,1.05
Jaydev Vihar,Jaydev Vihar,20.247035394264255,85.80746221067548,20.231337794304864,85.82617897390305,0.6545454545454545,1.0,1.05
Master Canteen,Kalpana Square,20.334210865780886,85.84473361023973,20.30194956983038,85.79372013634458,0.9636363636363636,1.1,1.05
Airport Road,Kalpana Square,20.253405276546886,85.84165350125012,20.2888511053488,85.80032695269085,0.7636363636363637,1.0,1.0
Airport Road,Master Canteen,20.294032975927397,85.80487078594442,20.295441937678,85.82665116646335,0.25454545454545463,1.15,1.0
Airport Road,Airport Road,20.286036291260857,85.87738235221877,20.23326912239751,85.7761782825992,0.4363636363636363,1.06,1.0
Airport Road,Khandagiri,20.293143395932475,85.81155017611405,20.37576698070475,85.84458477760512,0.6909090909090909,1.13,1.05
Khandagiri,Airport Road,20.343402977831744,85.80614451476255,20.29810200990912,85.80174266585202,1.0,1.07,1.0
Jaydev Vihar,Khandagiri,20.297134273196228,85.77744496710335,20.326386578758562,85.87053734186217,0.5636363636363637,1.0,1.05
Master Canteen,Master Canteen,20.37663461009612,85.80111033895709,20.256779640132404,85.83730246902363,0.8363636363636364,1.0,1.0
Khandagiri,Jaydev Vihar,20.3166720865856,85.79921825341384,20.321494912848475,85.85821579293442,0.38181818181818183,1.0,1.1
Jaydev Vihar,Khandagiri,20.287121327213658,85.7982096369426,20.25875595508068,85.83492933188037,0.8545454545454545,1.0,1.2
Khandagiri,Khandagiri,20.29888451623376,85.77537300943004,20.337141603166714,85.79265745045005,1.0,1.18,1.2
Master Canteen,Master Canteen,20.262180525129203,85.83440782582814,20.340729930110626,85.78396091901824,0.509090909090909,1.0,1.05
Khandagiri,Rasulgarh,20.254551595449932,85.83529448500339,20.30823373419589,85.81455285463595,0.47272727272727266,1.25,1.05
Khandagiri,Airport Road,20.248864020827828,85.78916378179039,20.33032036086925,85.8314069036909,0.5454545454545454,1.13,1.0
Khandagiri,Jaydev Vihar,20.275646360926896,85.8639312763422,20.35856222859128,85.8125020073976,0.7454545454545454,1.24,1.05
Master Canteen,Jaydev Vihar,20.247898400492957,85.81514538611614,20.230350405148272,85.7796821114318,0.6363636363636365,1.0,1.0
Khandagiri,Airport Road,20.320580250132622,85.79851317707251,20.317825035894096,85.843821064029,0.4545454545454546,1.0,1.05
Khandagiri,Kalpana Square,20.30236739374165,85.82466023751827,20.33290081913203,85.87228320266709,1.0,1.2,1.05
Jaydev Vihar,Jaydev Vihar,20.263850360072194,85.84053142002391,20.371485652621956,85.86838365587454,1.0,1.0,1.2
Kalpana Square,Jaydev Vihar,20.35238209858386,85.85622735613039,20.32466264724021,85.84113490588578,0.290909090909091,1.0,1.0
Jaydev Vihar,Airport Road,20.299607217144505,85.8192503193495,20.266335769496266,85.8251899077498,0.6545454545454545,1.0,1.0
Airport Road,Khandagiri,20.342785864003478,85.85854554590229,20.26691308008699,85.81462039511851,0.5818181818181818,1.0,1.05
Kalpana Square,Rasulgarh,20.33745503935918,85.80033385407499,20.28100257233948,85.8308481965201,1.0,1.0,1.05
Airport Road,Jaydev Vihar,20.28781898514509,85.845385208645,20.305247453159183,85.78358819808352,0.38181818181818183,1.0,1.05
Airport Road,Khandagiri,20.30375476336391,85.82257831661524,20.30165253912459,85.8180456001397,0.47272727272727266,1.0,1.1
Kalpana Square,Jaydev Vihar,20.378286208604205,85.81293447942446,20.30243605043799,85.80984203918952,0.36363636363636354,1.0,1.1
Airport Road,Master Canteen,20.31489120292781,85.79987040362722,20.3397874745923,85.8290552654072,0.4181818181818182,1.0,1.05
Rasulgarh,Kalpana Square,20.379798450590894,85.8441036147771,20.340971505497663,85.83888423105635,0.09090909090909094,1.0,1.05
Airport Road,Airport Road,20.326238560390014,85.85681949610525,20.312337353385427,85.79087901063848,0.47272727272727266,1.0,1.2
Airport Road,Rasulgarh,20.235625683727612,85.79351829828745,20.290472862097392,85.79721704004362,0.47272727272727266,1.0,1.2
Jaydev Vihar,Airport Road,20.308482194660627,85.80821152807053,20.28682332064155,85.84214211023368,0.8181818181818181,1.12,1.0
Rasulgarh,Jaydev Vihar,20.350064222631985,85.8336129292934,20.29923976675452,85.83467011946871,0.38181818181818183,1.0,1.0
Rasulgarh,Khandagiri,20.26103789402047,85.85694574495064,20.34967587592732,85.80027883584754,1.0,1.17,1.2
Jaydev Vihar,Kalpana Square,20.36447533174204,85.8293115325802,20.365261417204287,85.83695784202837,1.0,1.18,1.1
Jaydev Vihar,Khandagiri,20.2877577298535,85.7757408829609,20.35958216084628,85.85532995678527,0.25454545454545463,1.0,1.0
Khandagiri,Master Canteen,20.363002056446508,85.84646117974857,20.326578242799993,85.86004851992047,0.34545454545454546,1.0,1.2
Jaydev Vihar,Khandagiri,20.32729786034785,85.83889771642363,20.346515267900454,85.79456096920836,0.9454545454545453,1.18,1.0
Airport Road,Jaydev Vihar,20.23950105467686,85.8238538074434,20.31481257134237,85.79855953082371,0.6727272727272726,1.0,1.1
Airport Road,Khandagiri,20.288428424315974,85.78274134987144,20.342355778605462,85.8584402085766,0.6000000000000001,1.22,1.2
Airport Road,Master Canteen,20.346708025604755,85.86124910101717,20.37457841391367,85.87276205652373,0.6545454545454545,1.0,1.1
Rasulgarh,Kalpana Square,20.297886598904075,85.83483442319773,20.23557210615614,85.84442139116146,0.3999999999999999,1.0,1.2
Master Canteen,Jaydev Vihar,20.235317640290138,85.78756700497631,20.281175292650932,85.79323468310537,0.9090909090909092,1.19,1.1
Rasulgarh,Rasulgarh,20.330676541406568,85.86490496128637,20.3687008552783,85.8061809633467,0.7636363636363637,1.0,1.1
Rasulgarh,Jaydev Vihar,20.299827569631834,85.77051091797993,20.26078169287525,85.79884528733834,0.5454545454545454,1.0,1.1
Rasulgarh,Rasulgarh,20.262381442258683,85.85338194654192,20.359534262996824,85.84113657365758,0.8181818181818181,1.1,1.05
Rasulgarh,Master Canteen,20.2416086274551,85.82420976325632,20.358196322227695,85.7726018928693,0.1454545454545455,1.0,1.0
Master Canteen,Khandagiri,20.332688462308532,85.78156310749354,20.379015534434973,85.8344478371225,0.6000000000000001,1.3,1.05
Rasulgarh,Jaydev Vihar,20.299446742310458,85.79714639705333,20.236979962078355,85.8120146664667,0.18181818181818188,1.0,1.0
Kalpana Square,Airport Road,20.25842167108257,85.8272201834298,20.246052616098005,85.8509304390377,0.9090909090909092,1.1,1.0
Master Canteen,Khandagiri,20.3669895464834,85.86513393968114,20.313412904318636,85.7749985569518,0.509090909090909,1.0,1.05
Khandagiri,Jaydev Vihar,20.240624750430964,85.8179766628561,20.347259873696228,85.78676191112461,0.4181818181818182,1.0,1.05
Airport Road,Airport Road,20.365513602269363,85.8051442411453,20.253591651016432,85.80849107766257,0.5818181818181818,1.0,1.05
Rasulgarh,Kalpana Square,20.283841249107507,85.81261776109507,20.378101647963128,85.86538695112458,0.6000000000000001,1.0,1.05
Khandagiri,Khandagiri,20.314576532608733,85.7852974110171,20.273801780129954,85.78731440265526,0.8363636363636364,1.21,1.05
Master Canteen,Rasulgarh,20.314555900009612,85.81841616699246,20.36557069112558,85.84217367384598,0.5818181818181818,1.0,1.1
Rasulgarh,Rasulgarh,20.370166825155884,85.82502304263629,20.259769899042972,85.84311638158134,0.1454545454545455,1.0,1.05
Rasulgarh,Kalpana Square,20.326137215650583,85.78925578494491,20.249631482077923,85.82606354817997,0.7818181818181817,1.06,1.05
Kalpana Square,Khandagiri,20.27503304449661,85.82258235123567,20.235240801296698,85.81396183427638,0.6000000000000001,1.0,1.0
Kalpana Square,Kalpana Square,20.235707481692316,85.82271922257374,20.290692513267626,85.83021433491915,0.9090909090909092,1.17,1.1
Khandagiri,Rasulgarh,20.280101089078087,85.82429241932194,20.327723682203082,85.77349315172326,0.8545454545454545,1.05,1.1
Khandagiri,Khandagiri,20.32154194033704,85.84307076275098,20.285540132543282,85.870877220595,0.509090909090909,1.0,1.2
Khandagiri,Rasulgarh,20.256947305186745,85.83802098150643,20.34978558806537,85.83565535692948,0.18181818181818188,1.0,1.0
Airport Road,Airport Road,20.292559265354075,85.80108519104081,20.33599013314073,85.8021749487605,0.709090909090909,1.0,1.05
Airport Road,Airport Road,20.33675357509069,85.78349425379471,20.31594763897935,85.81296070062895,0.21818181818181825,1.1,1.05
Khandagiri,Master Canteen,20.3610193638064,85.77677011837145,20.304279137984846,85.86206542136743,0.6363636363636365,1.17,1.05
Jaydev Vihar,Kalpana Square,20.25357271711623,85.85641827837664,20.347617812166877,85.77986284742836,0.7818181818181817,1.08,1.2
Master Canteen,Airport Road,20.374650492986643,85.81349872927849,20.32361836055407,85.8399131971903,1.0,1.0,1.2
Khandagiri,Airport Road,20.297271014671864,85.81197801766383,20.34907167188263,85.83068786328745,0.49090909090909096,1.0,1.0
Master Canteen,Jaydev Vihar,20.322260977734373,85.80186051777994,20.32874335675178,85.81957714070936,0.5636363636363637,1.0,1.0
Rasulgarh,Airport Road,20.230224881425816,85.86822305590408,20.329496136522458,85.7786685403209,0.4545454545454546,1.25,1.05
Jaydev Vihar,Master Canteen,20.244089659947154,85.87947707117719,20.240770117545242,85.86609527228254,0.8363636363636364,1.0,1.05
Airport Road,Kalpana Square,20.31949633236995,85.86002206910979,20.347112519530864,85.82237005207548,0.3272727272727274,1.0,1.0
Rasulgarh,Airport Road,20.31032642635736,85.78557920486165,20.309270917692043,85.81970197097269,0.7636363636363637,1.0,1.2
Kalpana Square,Jaydev Vihar,20.321593877429855,85.83905969985145,20.28697884489418,85.84818871241103,0.7818181818181817,1.19,1.0
Airport Road,Khandagiri,20.36350571706652,85.84160977929837,20.314342896823142,85.77965664729209,0.36363636363636354,1.1,1.1
Kalpana Square,Rasulgarh,20.269398998598962,85.7782328193006,20.239586072991713,85.81611397063743,1.0,1.0,1.2
Master Canteen,Airport Road,20.362606086979795,85.87013920200235,20.23793472852032,85.86639067289377,0.5818181818181818,1.0,1.1
Master Canteen,Master Canteen,20.251362129079517,85.83147385993624,20.29791587169832,85.82564746637388,0.4363636363636363,1.0,1.1
Rasulgarh,Jaydev Vihar,20.31315343250774,85.8641767730334,20.23833896679871,85.79912860027122,1.0,1.0,1.0
Jaydev Vihar,Khandagiri,20.24424794170856,85.83643110488697,20.311597002085076,85.80326402318447,0.5272727272727273,1.0,1.05
Master Canteen,Master Canteen,20.36327485595672,85.79518584179151,20.258599359171814,85.80051434291723,0.2727272727272727,1.0,1.05
Kalpana Square,Rasulgarh,20.25723642875392,85.83034778718289,20.321908234763303,85.82380201711234,0.7272727272727273,1.0,1.2
Kalpana Square,Kalpana Square,20.367318237266247,85.87652312012546,20.246117987431816,85.87299602021378,0.8363636363636364,1.23,1.05
Jaydev Vihar,Master Canteen,20.36283358482928,85.79331514935929,20.29756422185457,85.85421716775134,0.18181818181818188,1.0,1.05
Khandagiri,Khandagiri,20.274679871079556,85.78909899466211,20.255920279679263,85.81479378020168,0.8363636363636364,1.25,1.0
Jaydev Vihar,Rasulgarh,20.360790404996127,85.85807637106531,20.26200809806084,85.86383560814232,0.709090909090909,1.17,1.05
Master Canteen,Airport Road,20.35741468295829,85.83946675279667,20.289420046789786,85.77759663296618,0.8545454545454545,1.0,1.2
Airport Road,Master Canteen,20.301637371753575,85.84030982750099,20.359041903503293,85.82646636837843,1.0,1.0,1.2
Kalpana Square,Khandagiri,20.29354200702449,85.7943659290998,20.2452398771935,85.78464336179502,0.4181818181818182,1.0,1.05
Rasulgarh,Master Canteen,20.23887012784217,85.87868364388598,20.282606280448544,85.85149904145285,0.7636363636363637,1.0,1.1
Jaydev Vihar,Kalpana Square,20.337223659979617,85.80284409906615,20.377085189336157,85.82077103167104,0.6727272727272726,1.0,1.0
Khandagiri,Khandagiri,20.23195016361371,85.86397870901922,20.30700458063331,85.78316847416015,0.4363636363636363,1.0,1.05
Jaydev Vihar,Rasulgarh,20.25812530087032,85.78950102869615,20.353971000867187,85.84351084632398,0.8909090909090909,1.1400000000000001,1.1
Master Canteen,Jaydev Vihar,20.269293455688732,85.84315963405818,20.32107438509795,85.87748173565403,0.3999999999999999,1.24,1.0
Master Canteen,Airport Road,20.296344762275076,85.86093323572794,20.284556795125102,85.85418427886954,1.0,1.19,1.2
Jaydev Vihar,Rasulgarh,20.29432405911107,85.86181964263302,20.23024462859418,85.77047593182847,0.25454545454545463,1.0,1.05
Rasulgarh,Khandagiri,20.36333590318245,85.78146696865647,20.281342506121074,85.78995202099543,0.8363636363636364,1.0,1.2
Master Canteen,Kalpana Square,20.335744048007303,85.7704908095208,20.259151819913452,85.84176866649594,0.2727272727272727,1.0,1.05
Jaydev Vihar,Khandagiri,20.36465718635731,85.78607249242651,20.297941082154995,85.78922367234112,0.290909090909091,1.25,1.0
Kalpana Square,Khandagiri,20.28117604064264,85.84797703256511,20.37723127126373,85.87151279109226,1.0,1.24,1.1
Khandagiri,Master Canteen,20.376479900026055,85.81332185327985,20.28698514077907,85.83342076290322,0.9272727272727272,1.18,1.0
Khandagiri,Jaydev Vihar,20.311531746754625,85.8772734418538,20.298988975586873,85.81206257528714,0.7454545454545454,1.08,1.0
Master Canteen,Kalpana Square,20.316334827151977,85.87429048171398,20.24751756626328,85.78879513431735,1.0,1.21,1.2
Rasulgarh,Jaydev Vihar,20.274870754087267,85.85574359225504,20.292976559450327,85.82573124132611,0.23636363636363633,1.0,1.1
Khandagiri,Khandagiri,20.359379789115213,85.86728202395092,20.27099755163826,85.83478419834668,0.5272727272727273,1.0,1.05
Jaydev Vihar,Jaydev Vihar,20.338312457937786,85.80160390298046,20.335251827282924,85.82108230571723,0.0,1.0,1.0
Airport Road,Airport Road,20.231698196433562,85.85884655395033,20.242430376812486,85.81860891716929,0.5636363636363637,1.0,1.1
Airport Road,Jaydev Vihar,20.305480748291984,85.87418308889866,20.28285877154082,85.87327317471079,1.0,1.06,1.05
Rasulgarh,Rasulgarh,20.349718429969077,85.85021043761658,20.2503113751668,85.77198606542913,0.7818181818181817,1.11,1.2
Jaydev Vihar,Rasulgarh,20.279466420135453,85.86731689202736,20.352467532459748,85.85986153951296,0.8363636363636364,1.0,1.0
Khandagiri,Rasulgarh,20.370900394251766,85.77718804203917,20.284109397593213,85.77877076518344,1.0,1.19,1.0
Airport Road,Khandagiri,20.37319599706061,85.79141610864362,20.354216095493893,85.78170961935824,0.47272727272727266,1.0,1.2
Master Canteen,Khandagiri,20.374491930401014,85.87441319685931,20.374899744740638,85.85189721019447,0.9454545454545453,1.05,1.1
Khandagiri,Jaydev Vihar,20.376616315278188,85.77663162395076,20.290646353523332,85.79724879115422,0.9090909090909092,1.15,1.2
Jaydev Vihar,Airport Road,20.232549402008804,85.79216703299288,20.305436526582405,85.83623524855837,0.3272727272727274,1.0,1.05
Rasulgarh,Rasulgarh,20.326679592406663,85.79083124562567,20.249349322789975,85.83255902378001,0.6363636363636365,1.0,1.2
Rasulgarh,Kalpana Square,20.32478108182012,85.82460060265242,20.332872298558282,85.79647352957507,0.4545454545454546,1.0,1.05
Khandagiri,Airport Road,20.34607111936066,85.83285343990954,20.36046357648411,85.80291358822372,0.6909090909090909,1.0,1.2
Rasulgarh,Airport Road,20.290372572575638,85.830442232223,20.363973920063337,85.78141814546994,0.6181818181818182,1.0,1.0
Rasulgarh,Airport Road,20.27675174050781,85.85851182269299,20.305522178535014,85.86014058419197,0.5818181818181818,1.05,1.1
Khandagiri,Khandagiri,20.273321042946154,85.84742781011082,20.2785952017233,85.81129364420279,1.0,1.22,1.05
Jaydev Vihar,Jaydev Vihar,20.251612111788404,85.82019926535106,20.238537618142598,85.78658036207678,0.5636363636363637,1.0,1.2
